Name,Location,Level
Wartortle,Violet City,41
Moltres,Slateport City,61
Weezing,Cyllage City,94
Nidoran,Viridian City,6
Lickitung,Rustboro City,79
Dragonite,Mistralton City,83
Spearow,Vermilion City,58
Kangaskhan,Ever Grande City,59
Magneton,Oreburgh City,24
Nidorina,Verdanturf Town,11
Spearow,Lumiose City,86
Dodrio,Kiloude City,6
Starmie,Saffron City,51
Golduck,Black City,89
Cubone,Vermilion City,91
Golduck,Lacunosa Town,30
Weezing,Verdanturf Town,87
Kingler,Ambrette Town,71
Seel,Fight Area,36
Exeggutor,Mossdeep City,50
Ivysaur,Dewford Town,43
Wigglytuff,Mahogany Town,10
Mankey,Ever Grande City,93
Rhydon,Mahogany Town,48
Magikarp,Azalea Town,33
Kangaskhan,Azalea Town,55
Voltorb,Violet City,93
Hitmonlee,Sootopolis City,46
Mewtwo,Slateport City,62
Shellder,White Forest,78
Ponyta,Sandgem Town,81
Machop,Laverre City,25
Pinsir,Celestic Town,48
Magmar,Snowbelle City,71
Gastly,Coumarine City,47
Clefable,Ecruteak City,32
Rhydon,Mahogany Town,19
Magneton,Hearthome City,83
Parasect,Fortree City,53
Exeggutor,Anistar City,52
Weepinbell,Six Island,56
Clefable,Viridian City,9
Rhyhorn,Slateport City,60
Kingler,Ecruteak City,30
Rattata,Saffron City,47
Vaporeon,Nuvema Town,32
Ninetales,Aspertia City,74
Goldeen,Pallet Town,30
Ponyta,Nimbasa City,59
Magmar,Blackthorn City,6
Vulpix,Fallarbor Town,88
Charmander,Jubilife City,84
Sandslash,Aquacorde Town,54
Vulpix,Undella Town,43
Koffing,Snowpoint City,53
Magnemite,Dewford Town,16
Pidgeot,Aquacorde Town,37
Articuno,Black City,64
Mr.,Pacifidlog Town,1
Exeggutor,Undella Town,62
Mankey,Aspertia City,87
Jynx,Pallet Town,65
Tentacruel,Laverre City,64
Geodude,Aspertia City,94
Mr.,Aquacorde Town,61
Beedrill,Cianwood City,29
Abra,Lumiose City,68
Muk,New Bark Town,40
Farfetch'd,New Bark Town,97
Exeggutor,Fight Area,35
Raichu,Violet City,99
Kadabra,Striaton City,5
Sandshrew,Pallet Town,52
Spearow,Lumiose City,18
Doduo,Icirrus City,26
Venonat,Pastoria City,23
Blastoise,Slateport City,67
Dewgong,Fallarbor Town,2
Flareon,Petalburg City,88
Pinsir,Safari Zone Gate,73
Lickitung,Goldenrod City,62
Jigglypuff,Cianwood City,68
Nidoking,Icirrus City,62
Onix,Celestic Town,9
Venomoth,Anistar City,58
Venonat,Three Island,95
Exeggutor,Cherrygrove City,85
Venonat,Snowpoint City,62
Persian,Six Island,45
Krabby,nil,11
Koffing,Icirrus City,99
Ninetales,Laverre City,99
Zubat,Blackthorn City,80
Drowzee,Eterna City,37
Nidoran,Blackthorn City,20
Onix,Sandgem Town,28
Cloyster,Nacrene City,94
Golbat,Fuchsia City,97
Primeape,Four Island,84
Diglett,Nuvema Town,62
Growlithe,Lavender Town,63
Staryu,Viridian City,2
Goldeen,Kiloude City,20
Clefable,Two Island,20
Kangaskhan,Dewford Town,59
Farfetch'd,Camphrier Town,53
Ivysaur,Lentimas Town,29
Kangaskhan,Pewter City,6
Moltres,Twinleaf Town,92
Gloom,Humilau City,44
Ivysaur,Floccesy Town,87
Charmander,Veilstone City,34
Rhydon,New Bark Town,38
Kangaskhan,Kiloude City,36
Sandshrew,Black City,12
Vileplume,Olivine City,79
Articuno,Driftveil City,18
Alakazam,Opelucid City,23
Poliwhirl,Celestic Town,99
Seaking,Lavaridge Town,5
Kingler,Ever Grande City,86
Sandslash,Celadon City,1
Dodrio,Sandgem Town,47
Snorlax,Dendemille Town,11
Dugtrio,Accumula Town,19
Eevee,Lumiose City,24
Golduck,Three Island,20
Vulpix,Ambrette Town,66
Rhyhorn,Couriway Town,32
Metapod,Olivine City,44
Sandslash,Verdanturf Town,16
Ekans,nil,4
Grimer,Fortree City,26
Nidoking,Dendemille Town,71
Rapidash,Six Island,98
Starmie,Cyllage City,59
Ivysaur,Twinleaf Town,87
Weezing,Snowpoint City,9
Pidgeot,Frontier Access,20
Sandslash,Two Island,92
Porygon,Saffron City,65
Pidgey,Survival Area,83
Cloyster,Santalune City,42
Poliwag,Mossdeep City,5
Magikarp,Lentimas Town,43
Metapod,Viridian City,69
Ekans,White Forest,85
Persian,Cianwood City,49
Nidorina,Eterna City,72
Beedrill,Canalave City,77
Mewtwo,Nacrene City,92
Seadra,Kiloude City,36
Growlithe,Lavender Town,1
Arbok,Twinleaf Town,53
Shellder,Rustboro City,7
Charmander,Fuchsia City,67
Kabuto,Safari Zone Gate,72
Zubat,Couriway Town,50
Pinsir,Mahogany Town,12
Nidorino,Six Island,21
Rapidash,Six Island,41
Magnemite,Driftveil City,1
Charmeleon,Olivine City,3
Golbat,Dewford Town,81
Chansey,Nimbasa City,54
Hitmonlee,Safari Zone Gate,28
Exeggutor,Ever Grande City,25
Charizard,Kiloude City,68
Meowth,Veilstone City,95
Machop,Undella Town,77
Muk,Black City,67
Golem,Coumarine City,4
Sandslash,Sootopolis City,45
Cubone,Cyllage City,26
Eevee,Five Island,30
Seel,Blackthorn City,28
Sandshrew,Mossdeep City,81
Paras,Solaceon Town,33
Dragonair,Virbank City,10
Tauros,Humilau City,20
Omastar,Pacifidlog Town,72
Alakazam,Vermilion City,42
Sandslash,Nimbasa City,13
Venomoth,Dewford Town,2
Meowth,One Island,46
Hypno,Nacrene City,52
Machop,Five Island,89
Cubone,Eterna City,52
Clefairy,Mistralton City,99
Tentacruel,Cerulean City,50
Nidoran,Cerulean City,87
Paras,Fuchsia City,82
Gengar,Nimbasa City,21
Mankey,Opelucid City,76
Sandslash,Blackthorn City,8
Geodude,Petalburg City,22
Sandshrew,Lilycove City,28
Psyduck,Frontier Access,15
Venonat,Seven Island,58
Goldeen,Accumula Town,70
Raticate,White Forest,86
Gloom,Rustboro City,83
Zapdos,Humilau City,98
Gyarados,One Island,39
Rattata,Dewford Town,3
Pidgeotto,Fallarbor Town,62
Butterfree,Vermilion City,27
Hypno,Striaton City,6
Golem,Jubilife City,90
Snorlax,Opelucid City,37
Chansey,Aquacorde Town,71
Paras,Cherrygrove City,42
Zapdos,Cinnabar Island,94
Muk,Azalea Town,4
Weedle,Lavaridge Town,28
Onix,Mossdeep City,17
Grimer,Icirrus City,91
Raichu,Two Island,93
Caterpie,Geosenge Town,98
Grimer,Fortree City,33
Weezing,Ambrette Town,91
Nidorino,Mauville City,62
Ninetales,Shalour City,61
Jigglypuff,Slateport City,94
Metapod,Cyllage City,40
Mankey,Humilau City,67
Tauros,Jubilife City,42
Weedle,Rustboro City,47
Slowbro,Survival Area,95
Muk,Cinnabar Island,99
Kangaskhan,One Island,40
Raticate,Dendemille Town,54
Kingler,Lentimas Town,26
Marowak,Slateport City,57
Nidoking,Snowpoint City,30
Cloyster,Shalour City,15
Fearow,Shalour City,67
Mankey,Ecruteak City,95
Kabutops,Sunyshore City,81
Golbat,Pallet Town,55
Poliwhirl,Sootopolis City,56
Slowpoke,Driftveil City,38
Rattata,Viridian City,63
Charmeleon,Lavender Town,7
Jynx,Sunyshore City,73
Weezing,Ambrette Town,5
Magneton,nil,61
Ekans,Petalburg City,72
Psyduck,nil,97
Marowak,Anistar City,80
Sandslash,Five Island,75
Tauros,Ever Grande City,61
Poliwag,Cinnabar Island,29
Arbok,Five Island,31
Spearow,Sootopolis City,67
Gastly,Goldenrod City,76
Haunter,Survival Area,82
Ekans,Solaceon Town,98
Poliwag,Littleroot Town,2
Mewtwo,Dendemille Town,57
Raticate,Geosenge Town,70
Wartortle,Hearthome City,29
Poliwag,Black City,29
Spearow,Five Island,9
Golduck,Couriway Town,57
Rhydon,Twinleaf Town,91
Jigglypuff,Geosenge Town,51
Kadabra,Striaton City,91
Grimer,Cinnabar Island,20
Golbat,Black City,64
Nidoqueen,Dewford Town,62
Wartortle,Mistralton City,61
Jigglypuff,Lavaridge Town,94
Machoke,Azalea Town,78
Magneton,Laverre City,19
Dugtrio,Cherrygrove City,13
Squirtle,Sunyshore City,33
Koffing,Solaceon Town,62
Blastoise,Canalave City,19
Magneton,One Island,38
Sandslash,Opelucid City,2
Electrode,One Island,42
Cloyster,Safari Zone Gate,90
Tentacruel,Driftveil City,23
Blastoise,Petalburg City,47
Dragonite,Camphrier Town,74
Blastoise,Humilau City,33
Dugtrio,One Island,76
Dewgong,Goldenrod City,82
Slowbro,White Forest,19
Staryu,Fuchsia City,78
Beedrill,Solaceon Town,37
Victreebel,Pewter City,30
Vileplume,nil,58
Kabutops,Frontier Access,98
Psyduck,Seven Island,63
Pidgeotto,Geosenge Town,82
Vileplume,Oldale Town,24
Farfetch'd,Geosenge Town,45
Wartortle,Blackthorn City,65
Marowak,Sandgem Town,32
Arbok,Lavender Town,52
Machamp,Lumiose City,29
Squirtle,Three Island,32
Bellsprout,Resort Area,19
Ivysaur,New Bark Town,25
Raichu,Verdanturf Town,68
Bulbasaur,Snowpoint City,7
Machoke,Oldale Town,9
Bulbasaur,Rustboro City,27
Electabuzz,Olivine City,64
Clefable,Rustboro City,60
Krabby,One Island,6
Beedrill,Hearthome City,29
Omanyte,Canalave City,96
Aerodactyl,Floccesy Town,14
Starmie,Aquacorde Town,55
Primeape,Fuchsia City,74
Dugtrio,Two Island,48
Fearow,Striaton City,79
Golbat,Snowpoint City,66
Ninetales,Vaniville Town,4
Raticate,Cerulean City,99
Cloyster,Laverre City,38
Golduck,Seven Island,65
Psyduck,Striaton City,83
Weedle,Oreburgh City,81
Venomoth,Striaton City,93
Golduck,Fortree City,84
Oddish,Driftveil City,54
Rhydon,Lavaridge Town,55
Zubat,Dewford Town,32
Tauros,Six Island,29
Rattata,Snowpoint City,56
Hitmonchan,Geosenge Town,1
Paras,Frontier Access,34
Pidgeot,Blackthorn City,33
Bellsprout,Slateport City,75
Vaporeon,Nimbasa City,19
Squirtle,Camphrier Town,94
Machamp,Fortree City,97
Zapdos,Frontier Access,55
Squirtle,Nacrene City,48
Slowpoke,Blackthorn City,30
Venusaur,Anistar City,88
Gengar,Floccesy Town,9
Pidgeotto,Aspertia City,79
Shellder,Sandgem Town,41
Tentacruel,Cyllage City,84
Victreebel,Aspertia City,75
Aerodactyl,Oreburgh City,22
Weepinbell,Anistar City,12
Butterfree,Humilau City,30
Mewtwo,Azalea Town,59
Alakazam,Ecruteak City,78
Rapidash,Icirrus City,32
Rattata,Pacifidlog Town,65
Seel,Lumiose City,56
Moltres,Hearthome City,11
Pidgeot,Coumarine City,88
Machop,Fallarbor Town,1
Magnemite,Lumiose City,22
Slowpoke,nil,1
Abra,Azalea Town,54
Venonat,One Island,27
Diglett,Viridian City,96
Charmander,Geosenge Town,13
Hitmonchan,Jubilife City,10
Seadra,Mahogany Town,62
Seadra,Snowpoint City,90
Psyduck,Lilycove City,24
Exeggutor,Oldale Town,65
Gengar,Mauville City,89
Horsea,White Forest,28
Nidorina,Aspertia City,50
Grimer,Six Island,88
Omanyte,Azalea Town,80
Zapdos,Saffron City,35
Caterpie,Celadon City,25
Arbok,Ambrette Town,17
Persian,Pacifidlog Town,70
Jigglypuff,Lacunosa Town,18
Electabuzz,Black City,35
Shellder,Pallet Town,71
Voltorb,Ecruteak City,76
Flareon,Veilstone City,5
Alakazam,Ever Grande City,53
Ninetales,Black City,34
Tentacruel,Mistralton City,62
Golem,Sootopolis City,82
Seel,Shalour City,10
Muk,Aquacorde Town,50
Vulpix,Olivine City,83
Lapras,Slateport City,5
Victreebel,Seven Island,30
Magikarp,Driftveil City,44
Clefairy,Violet City,62
Weezing,Vaniville Town,43
Electrode,Cerulean City,46
Nidoking,Humilau City,24
Butterfree,Celadon City,14
Flareon,Dewford Town,56
Paras,Viridian City,94
Aerodactyl,Lacunosa Town,9
Dragonite,Floaroma Town,46
Articuno,Canalave City,88
Spearow,Oreburgh City,19
Pikachu,Two Island,39
Alakazam,Couriway Town,34
Pikachu,Vermilion City,22
Nidoqueen,Four Island,72
Golduck,Oldale Town,13
Ditto,Snowpoint City,13
Eevee,One Island,37
Nidorino,Slateport City,30
Electabuzz,Mistralton City,29
Krabby,Lentimas Town,93
Bulbasaur,Floaroma Town,48
Electrode,Violet City,37
Omanyte,Ambrette Town,7
Seaking,Nimbasa City,35
Flareon,Lavender Town,73
Rhydon,Cyllage City,52
Arcanine,Blackthorn City,93
Zubat,Dendemille Town,40
Lickitung,Virbank City,83
Lapras,Oldale Town,38
Poliwhirl,Sootopolis City,50
Moltres,Oreburgh City,36
Victreebel,Frontier Access,11
Lapras,Castelia City,7
Arbok,Geosenge Town,45
Dragonair,Fuchsia City,15
Alakazam,Castelia City,41
Nidoqueen,Fallarbor Town,49
Magikarp,Santalune City,1
Dragonite,Canalave City,11
Sandslash,Littleroot Town,42
Psyduck,Dewford Town,49
Ditto,Undella Town,22
Magneton,Mistralton City,75
Arbok,Santalune City,26
Goldeen,Lumiose City,77
Jolteon,Cinnabar Island,82
Golem,Cherrygrove City,53
Charmander,Oldale Town,48
Magneton,Dendemille Town,68
Scyther,Fuchsia City,18
Raichu,Black City,65
Farfetch'd,Twinleaf Town,84
Kingler,Lilycove City,48
Muk,Anistar City,31
Moltres,Sunyshore City,37
Caterpie,Anville Town,62
Geodude,Dewford Town,86
Victreebel,Floccesy Town,64
Krabby,Hearthome City,86
Snorlax,Six Island,56
Machamp,Lentimas Town,12
Beedrill,Veilstone City,70
Butterfree,Five Island,90
Mewtwo,Eterna City,27
Mewtwo,Sandgem Town,42
Clefairy,Mauville City,26
Oddish,Sootopolis City,42
Dragonite,Slateport City,91
Dratini,Celadon City,44
Butterfree,Viridian City,84
Spearow,Mistralton City,21
Graveler,Fight Area,97
Sandshrew,Snowbelle City,42
Gengar,Snowpoint City,21
Lickitung,Five Island,59
Haunter,nil,85
Seel,Humilau City,79
Gyarados,Slateport City,28
Exeggutor,Survival Area,2
Voltorb,Littleroot Town,36
Farfetch'd,Solaceon Town,95
Tentacruel,Kiloude City,52
Rapidash,White Forest,90
Golduck,Lilycove City,9
Jolteon,Pallet Town,50
Muk,Ambrette Town,95
Haunter,Olivine City,33
Lickitung,Snowbelle City,99
Victreebel,Fuchsia City,90
Rattata,Aspertia City,51
Kadabra,Ambrette Town,40
Abra,Five Island,47
Victreebel,Virbank City,32
Pidgey,Driftveil City,41
Marowak,Seven Island,64
Clefable,Seven Island,84
Horsea,Lacunosa Town,48
Charizard,White Forest,46
Weepinbell,Seven Island,72
Venonat,Slateport City,29
Kangaskhan,Mistralton City,2
Magnemite,Ambrette Town,78
Oddish,Pallet Town,37
Seadra,Mahogany Town,5
Krabby,Survival Area,13
Horsea,Santalune City,12
Ninetales,Accumula Town,61
Pidgeot,Hearthome City,53
Marowak,Virbank City,78
Wigglytuff,Accumula Town,99
Wartortle,Lilycove City,30
Gastly,Goldenrod City,26
Kabuto,Celadon City,48
Weezing,Cyllage City,20
Tauros,Two Island,16
Arbok,Ever Grande City,26
Drowzee,Dendemille Town,66
Lickitung,Black City,75
Staryu,Vermilion City,17
Nidorina,Striaton City,92
Articuno,Opelucid City,74
Golduck,Lavender Town,59
Ivysaur,Mossdeep City,57
Seel,Mahogany Town,72
Gloom,Sandgem Town,28
Seel,Dendemille Town,54
Gastly,Mistralton City,68
Oddish,Geosenge Town,17
Drowzee,Oldale Town,94
Rhydon,Mistralton City,75
Mr.,Driftveil City,13
Nidoran,Cianwood City,32
Arcanine,Striaton City,69
Butterfree,Azalea Town,86
Charizard,Solaceon Town,84
Kadabra,Shalour City,90
Ekans,Snowpoint City,59
Mankey,Mistralton City,16
Magneton,Mistralton City,55
Wartortle,Verdanturf Town,61
Magneton,One Island,54
Kakuna,Saffron City,65
Weepinbell,Three Island,72
Kadabra,Littleroot Town,81
Chansey,Laverre City,56
Nidorina,Petalburg City,1
Pikachu,Mistralton City,71
Omastar,Lavender Town,45
Golduck,Floaroma Town,22
Vulpix,Cerulean City,76
Voltorb,Violet City,98
Kabutops,Coumarine City,87
Charizard,Blackthorn City,74
Dewgong,Celadon City,97
Ditto,Vermilion City,2
Metapod,Celestic Town,80
Koffing,Canalave City,86
Wigglytuff,Humilau City,1
Cloyster,Blackthorn City,58
Pikachu,Goldenrod City,59
Butterfree,Pacifidlog Town,68
Muk,Littleroot Town,63
Omanyte,Snowbelle City,42
Machoke,Littleroot Town,18
Zapdos,Aspertia City,48
Golbat,One Island,63
Haunter,Jubilife City,20
Magmar,Snowpoint City,79
Nidorina,Pacifidlog Town,58
Diglett,Six Island,14
Dratini,Celestic Town,27
Dratini,Blackthorn City,69
Eevee,One Island,61
Exeggutor,Blackthorn City,57
Abra,Survival Area,35
Exeggcute,Mossdeep City,95
Lapras,Floaroma Town,7
Scyther,Shalour City,62
Flareon,Accumula Town,65
Bulbasaur,Solaceon Town,79
Grimer,Safari Zone Gate,78
Charmeleon,Shalour City,94
Seadra,Aspertia City,52
Wartortle,Anville Town,8
Moltres,Cerulean City,49
Porygon,Nacrene City,93
Ninetales,Three Island,60
Vaporeon,Pastoria City,39
Tentacruel,Dendemille Town,2
Electrode,Cerulean City,38
Zubat,Two Island,12
Cubone,Slateport City,31
Hitmonchan,Aspertia City,75
Venomoth,Ecruteak City,75
Nidoqueen,Geosenge Town,18
Mewtwo,Mistralton City,66
Scyther,Three Island,6
Rhyhorn,Viridian City,50
Persian,New Bark Town,95
Graveler,Driftveil City,34
Charmeleon,Anistar City,55
Tangela,Aquacorde Town,6
Tentacruel,Two Island,99
Weezing,Slateport City,62
Oddish,Vermilion City,60
Rapidash,Icirrus City,89
Fearow,Lentimas Town,98
Mewtwo,Laverre City,51
Pidgeot,Geosenge Town,40
Jigglypuff,Verdanturf Town,89
Abra,Ecruteak City,54
Pidgeotto,Lavaridge Town,63
Arbok,Camphrier Town,40
Dragonite,Camphrier Town,25
Dewgong,Azalea Town,15
Ivysaur,Anville Town,68
Eevee,Couriway Town,69
Ninetales,Cerulean City,26
Tangela,Couriway Town,7
Clefairy,Humilau City,80
Mankey,Black City,69
Raichu,Vaniville Town,39
Butterfree,Geosenge Town,32
Marowak,Lacunosa Town,6
Alakazam,Humilau City,51
Pidgey,Opelucid City,60
Paras,Seven Island,21
Ponyta,Slateport City,43
Electabuzz,Nuvema Town,4
Flareon,Petalburg City,12
Pidgeotto,Slateport City,94
Wigglytuff,Lacunosa Town,80
Haunter,Laverre City,69
Tauros,Ambrette Town,97
Weezing,Nacrene City,21
Graveler,Slateport City,39
Mr.,One Island,39
Electabuzz,Sunyshore City,75
Grimer,Undella Town,21
Dodrio,Snowbelle City,87
Weedle,Sandgem Town,75
Dodrio,Nuvema Town,75
Magneton,Fight Area,62
Ninetales,Three Island,67
Caterpie,Virbank City,62
Spearow,Santalune City,36
Charmeleon,Six Island,36
Slowbro,Safari Zone Gate,18
Marowak,Saffron City,78
Kabuto,Dewford Town,15
Electrode,Ever Grande City,38
Arbok,Black City,76
Nidoqueen,Cerulean City,96
Magneton,Lumiose City,56
Omanyte,Seven Island,73
Zubat,Lavaridge Town,51
Persian,New Bark Town,43
Dugtrio,Seven Island,33
Staryu,Aquacorde Town,42
Arbok,Anville Town,98
Ninetales,Mauville City,3
Golbat,One Island,22
Doduo,Petalburg City,94
Rhyhorn,Kiloude City,30
Pidgey,Blackthorn City,99
Lapras,Shalour City,42
Dugtrio,Vaniville Town,85
Mr.,Twinleaf Town,58
Caterpie,Cyllage City,26
Chansey,Laverre City,84
Magnemite,Hearthome City,43
Omastar,Humilau City,67
Venusaur,Cinnabar Island,35
Vileplume,Azalea Town,47
Machop,Castelia City,4
Krabby,Mossdeep City,3
Oddish,Twinleaf Town,75
Machop,Vaniville Town,67
Seel,Five Island,29
Kangaskhan,Verdanturf Town,42
Koffing,Olivine City,20
Caterpie,Striaton City,52
Onix,Icirrus City,2
Flareon,Viridian City,42
Venusaur,Six Island,1
Articuno,Mossdeep City,37
Bellsprout,Virbank City,86
Electabuzz,Couriway Town,46
Magneton,Violet City,91
Rhydon,Veilstone City,98
Lickitung,Slateport City,84
Mankey,Mauville City,25
Abra,Twinleaf Town,1
Meowth,nil,4
Magikarp,Lentimas Town,51
Abra,Frontier Access,27
Farfetch'd,Blackthorn City,62
Meowth,Fallarbor Town,89
Magikarp,Pastoria City,22
Machop,Sunyshore City,15
Primeape,Solaceon Town,6
Nidoqueen,Laverre City,27
Machoke,Ever Grande City,27
Bellsprout,Mahogany Town,62
Vulpix,Cyllage City,55
Eevee,Cinnabar Island,45
Charmander,Canalave City,64
Parasect,Ever Grande City,79
Rhyhorn,Petalburg City,92
Omanyte,Sootopolis City,66
Kabutops,Humilau City,91
Magikarp,Frontier Access,40
Poliwag,Two Island,15
Pidgey,Aquacorde Town,56
Goldeen,Fuchsia City,64
Mr.,Cyllage City,31
Muk,Solaceon Town,24
Krabby,Opelucid City,95
Meowth,Lavaridge Town,98
Caterpie,Saffron City,41
Farfetch'd,Seven Island,72
Pikachu,Celestic Town,85
Alakazam,Vaniville Town,47
Sandshrew,Coumarine City,14
Metapod,Virbank City,60
Shellder,Pallet Town,58
Kabuto,Geosenge Town,45
Mewtwo,Undella Town,54
Omanyte,Verdanturf Town,36
Venonat,Violet City,49
Drowzee,Fuchsia City,63
Graveler,Celadon City,84
Slowbro,Driftveil City,68
Cubone,Five Island,10
Starmie,Oreburgh City,43
Rhyhorn,Fight Area,40
Bellsprout,Canalave City,51
Wigglytuff,Goldenrod City,84
Arcanine,Floaroma Town,42
Shellder,Celadon City,31
Doduo,Cyllage City,40
Exeggcute,One Island,85
Rattata,Castelia City,49
Mr.,Lavender Town,65
Meowth,Mahogany Town,77
Kadabra,Sootopolis City,48
Caterpie,Geosenge Town,99
Poliwrath,Nimbasa City,50
Electrode,Shalour City,69
Arcanine,Olivine City,47
Magneton,Three Island,90
Nidoran,Lavender Town,10
Jigglypuff,Mahogany Town,63
Dewgong,Three Island,11
Psyduck,Driftveil City,3
Machop,One Island,67
Scyther,Undella Town,76
Doduo,White Forest,42
Snorlax,White Forest,92
Golbat,Camphrier Town,86
Butterfree,Laverre City,73
Arcanine,Nacrene City,73
Charmander,Icirrus City,80
Nidoqueen,Viridian City,61
Golduck,Mossdeep City,51
Staryu,Lacunosa Town,29
Doduo,Vermilion City,60
Alakazam,Oldale Town,66
Seel,Oreburgh City,86
Porygon,Sootopolis City,82
Koffing,Dendemille Town,10
Paras,Olivine City,57
Weepinbell,nil,87
Vulpix,Violet City,29
Haunter,Black City,95
Venusaur,Fuchsia City,96
Rattata,One Island,48
Magnemite,Accumula Town,33
Magmar,Sunyshore City,94
Cloyster,Ecruteak City,72
Drowzee,Lavender Town,67
Farfetch'd,Jubilife City,52
Haunter,Sandgem Town,33
Omanyte,Viridian City,44
Cloyster,Humilau City,38
Gengar,Azalea Town,33
Mankey,Anville Town,87
Meowth,Cinnabar Island,40
Paras,Five Island,56
Nidoran,Fortree City,16
Weezing,Twinleaf Town,97
Haunter,Shalour City,17
Dratini,Cherrygrove City,98
Golem,Accumula Town,84
Geodude,Pacifidlog Town,37
Kabutops,Celestic Town,67
Metapod,Lumiose City,29
Caterpie,Lumiose City,28
Poliwag,Seven Island,97
Dewgong,Slateport City,19
Graveler,Floccesy Town,68
Charizard,Fortree City,76
Psyduck,Nimbasa City,77
Ekans,Hearthome City,20
Ivysaur,Mahogany Town,85
Mr.,Nacrene City,59
Lapras,Driftveil City,99
Bulbasaur,Goldenrod City,50
Geodude,Dewford Town,29
Magmar,Fallarbor Town,59
Raichu,Celadon City,78
Raticate,Striaton City,71
Cloyster,Nacrene City,38
Graveler,Survival Area,64
Raichu,Canalave City,21
Exeggutor,Opelucid City,21
Goldeen,Viridian City,66
Lapras,Pallet Town,44
Venonat,Violet City,40
Venusaur,Fight Area,30
Gengar,Undella Town,78
Magikarp,Jubilife City,84
Jynx,Coumarine City,75
Starmie,Icirrus City,23
Clefairy,Dewford Town,82
Weezing,Kiloude City,15
Beedrill,Survival Area,58
Nidoqueen,Pacifidlog Town,36
Venonat,Littleroot Town,25
Abra,Cyllage City,48
Jigglypuff,Aspertia City,72
Mr.,Sandgem Town,89
Poliwrath,Verdanturf Town,36
Persian,Cianwood City,29
Kangaskhan,White Forest,27
Ponyta,White Forest,4
Nidoran,Nimbasa City,15
Articuno,Sandgem Town,47
Rhydon,Black City,8
Dratini,nil,41
Rhyhorn,Azalea Town,15
Moltres,Violet City,12
Kangaskhan,Three Island,70
Pidgeotto,Fortree City,66
Hitmonlee,Resort Area,53
Raichu,Icirrus City,88
Dragonair,Lilycove City,84
Victreebel,Couriway Town,69
Hitmonlee,Lumiose City,36
Dragonite,Three Island,40
Slowpoke,Cianwood City,81
Mewtwo,Castelia City,39
Raticate,Lentimas Town,51
Poliwrath,Lacunosa Town,37
Hitmonlee,Oreburgh City,31
Kangaskhan,Accumula Town,1
Exeggcute,Celadon City,36
Eevee,Fortree City,9
Mr.,Hearthome City,79
Ninetales,Mossdeep City,58
Poliwrath,Seven Island,16
Rattata,Hearthome City,34
Psyduck,Violet City,39
Seadra,Mahogany Town,92
Tentacruel,Olivine City,74
Tentacruel,Santalune City,73
Arcanine,Anistar City,33
Diglett,Fortree City,27
Gastly,Coumarine City,77
Growlithe,Cinnabar Island,11
Mankey,Celadon City,10
Kabuto,Seven Island,37
Kingler,Viridian City,2
Cloyster,Cianwood City,45
Vulpix,Three Island,96
Dewgong,Cherrygrove City,74
Lapras,Oreburgh City,86
Lickitung,Snowpoint City,70
Machop,Snowbelle City,90
Omastar,Undella Town,50
Ekans,Shalour City,37
Kangaskhan,Blackthorn City,67
Growlithe,Coumarine City,2
Poliwrath,Striaton City,25
Muk,Petalburg City,48
Snorlax,Virbank City,19
Grimer,Hearthome City,90
Dratini,Canalave City,26
Krabby,Veilstone City,65
Seel,Resort Area,43
Weedle,Driftveil City,82
Golbat,Veilstone City,24
Rattata,Celestic Town,99
Krabby,Cinnabar Island,88
Golduck,Slateport City,40
Sandslash,Mauville City,52
Golduck,Castelia City,17
Chansey,Three Island,71
Seadra,Sootopolis City,41
Nidorino,Cherrygrove City,75
Tentacool,Couriway Town,10
Machoke,Hearthome City,2
Weedle,Olivine City,24
Nidorina,Celadon City,46
Omastar,Fallarbor Town,64
Bellsprout,Santalune City,71
Weedle,Goldenrod City,41
Clefairy,Blackthorn City,75
Dragonair,Five Island,74
Doduo,Black City,34
Graveler,Safari Zone Gate,93
Hitmonlee,Dewford Town,94
Magmar,Cyllage City,38
Ditto,Resort Area,53
Diglett,Solaceon Town,14
Ponyta,Santalune City,18
Clefairy,Six Island,61
Venomoth,Nimbasa City,33
Hypno,Black City,87
Lapras,Petalburg City,26
Raticate,Pewter City,38
Gloom,Opelucid City,32
Gyarados,Aquacorde Town,88
Cubone,Anistar City,35
Grimer,Fuchsia City,62
Flareon,Mauville City,35
Dodrio,Virbank City,8
Wigglytuff,Lumiose City,15
Hitmonlee,Cianwood City,27
Charmeleon,Lumiose City,87
Poliwag,Ambrette Town,84
Chansey,Pacifidlog Town,35
Abra,Ecruteak City,64
Machamp,Canalave City,25
Slowbro,Oreburgh City,43
Cloyster,Snowpoint City,21
Weezing,Saffron City,58
Tentacruel,Lentimas Town,75
Jolteon,Snowbelle City,19
Golduck,Driftveil City,29
Arcanine,Mahogany Town,79
Graveler,Lilycove City,15
Persian,Striaton City,57
Kadabra,Safari Zone Gate,9
Butterfree,Coumarine City,5
Gastly,Oldale Town,97
Victreebel,Humilau City,91
Pinsir,Blackthorn City,6
Poliwag,Virbank City,89
Caterpie,Anistar City,53
Staryu,Accumula Town,39
Clefairy,Pewter City,89
Ivysaur,Littleroot Town,7
Golbat,Anistar City,6
Doduo,Coumarine City,95
Dugtrio,Two Island,35
Flareon,Olivine City,91
Vaporeon,Five Island,19
Alakazam,Survival Area,92
